danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;id;duration_ms
0.952;0.593;-10.145;0.404;0.169;0.0;0.0669;0.655;130.005;3pljbfiRPu0MKE4NmdnGkM;143539
0.819;0.791;-6.432;0.318;0.23;0.0;0.323;0.825;93.485;18DMavJza98hP5EmMowJol;194400
0.813;0.534;-9.733;0.112;0.709;3.96e-05;0.0959;0.149;124.96;3SmVGTMCmarY5aMkPRQWGD;159469
0.643;0.643;-7.08;0.0905;0.474;0.0;0.102;0.81;149.956;4jB8td98pbRVvTqtQ7I3MI;194067
0.814;0.743;-2.968;0.159;0.152;0.0;0.163;0.367;107.996;0nhVrTiCGiGRCoZOJiWzm1;214587
0.694;0.719;-4.538;0.0484;0.00131;1.47e-05;0.0714;0.352;129.961;3RJclnBV8g9mvHPtSzPf7c;274147
0.764;0.672;-5.947;0.0293;0.072;3.32e-06;0.0806;0.789;129.049;6PZpNMstpIiRenGK5UyG5D;136614
0.633;0.94;-3.344;0.291;0.553;0.0;0.214;0.771;78.979;10f6RHuUKtBllZu0ox4Fw4;221467
0.809;0.806;-4.222;0.112;0.232;0.0;0.141;0.429;96.022;73V8Goi8gRq2zwUkyWo8XE;179573
0.801;0.586;-6.769;0.0319;0.526;0.0138;0.146;0.886;83.656;4IR1ZygDYovtGiuyZFxgNt;139464
0.746;0.648;-4.649;0.135;0.546;0.000208;0.0974;0.843;98.885;2mGItLCE1D8NE8IPgkOF9N;247880
0.851;0.718;-6.096;0.0829;0.687;0.0;0.161;0.497;119.991;3FrbLRZXo94g9dnJzxQLNP;259987
0.754;0.55;-6.467;0.049;0.41;0.0;0.107;0.223;112.963;3KW4lmROWaAg0sQlBHRzW7;204360
0.964;0.486;-8.891;0.188;0.0194;0.04;0.0694;0.318;124.058;2vBET2pmrQqafaS6zIaYta;220659
0.729;0.675;-6.003;0.0312;0.175;1.58e-06;0.55;0.779;119.968;1fidCEsYlaVE3pHwKCvpFZ;245867
0.763;0.762;-5.112;0.0773;0.148;0.0;0.196;0.789;135.014;52UT99qy9z0YfQ0CQLCmAu;179027
0.938;0.571;-8.507;0.314;0.08;0.0;0.146;0.783;135.023;1v0Brl2qMDHOji0WPgtZxT;147227
0.836;0.46;-7.413;0.312;0.264;3.71e-06;0.104;0.415;126.952;6v85G6mHevBjdpylVuGNGB;152604
0.792;0.581;-6.742;0.371;0.256;2.55e-06;0.254;0.637;86.738;0Bo36dconUdOrPoFgVZM5p;195587
0.909;0.493;-9.822;0.335;0.341;0.00222;0.17;0.484;120.024;3YZdPvENFPytMyrnkRWm1B;105681
0.867;0.85;-3.6;0.0415;0.145;6.13e-06;0.0627;0.7;104.995;1OOKLj8qdI3MKlDf5PPTup;235429
0.919;0.506;-7.14;0.304;0.132;0.0;0.0771;0.273;97.465;2LvRR121MWFmmEGkuV2vQP;220240
0.839;0.784;-5.208;0.0654;0.0628;0.000159;0.0846;0.54;102.006;6w0hTf98ZNQm5GpfWeuoAk;245756
0.493;0.813;-5.498;0.158;0.0262;0.0;0.168;0.123;155.132;7ljnnIt0u2fi64lSTJQ3cf;260520
0.794;0.44;-7.861;0.131;0.0806;0.0;0.198;0.276;138.024;0GwYkXgQdqY4dyRffHw3HT;202454
0.882;0.566;-5.265;0.406;0.664;0.0;0.193;0.483;110.048;37iVijLSSlIbjYbl4ycUge;174555
0.72;0.615;-8.899;0.0542;0.0648;3.62e-05;0.176;0.293;112.048;3FQov3PYCf4rWAfhQ5yjX9;235714
0.722;0.758;-5.797;0.102;0.0532;0.0;0.452;0.551;140.009;31JBtF1HCTZlFnmJDxZrD4;120000
0.792;0.563;-4.836;0.0787;0.318;0.0;0.13;0.321;134.022;5e9aFSdnkQUrm5y8Dhw0qN;224213
0.766;0.854;-5.736;0.178;0.217;1.79e-05;0.127;0.518;135.029;4pw5QhgcxTjtAcsmDwLQY1;297802
0.836;0.703;-4.731;0.106;0.031;0.0;0.124;0.211;144.959;5Vvu6MkyvNVdbsD5oV49Aw;211893
0.596;0.881;-5.228;0.119;0.153;0.0;0.16;0.302;147.038;4DERbz1e89YD9VZt7or9GB;112245
0.752;0.525;-9.034;0.248;0.252;0.0;0.115;0.151;154.961;5dv4YSgkpflUQ31vIW9qXg;200655
0.723;0.585;-6.496;0.0471;0.0121;0.0;0.325;0.485;134.071;3KiEydhjn7yf58h9jBD5Sa;299800
0.63;0.694;-6.593;0.313;0.419;0.0;0.134;0.44;91.749;70hDklZStSazrExPjHJPfR;222249
0.717;0.604;-6.602;0.109;0.116;9.68e-06;0.132;0.749;67.029;2ysVuXmtSgghzyYijfj7Od;204270
0.689;0.487;-9.585;0.0791;0.371;0.0;0.428;0.215;97.043;3JvdrCezbM6DQOjNiBiX5q;199887
0.762;0.807;-5.573;0.292;0.0539;0.0;0.105;0.711;91.107;7hZoTr4ffMGqm9opMiGmBp;150819
0.497;0.433;-7.126;0.235;0.0534;0.0;0.0545;0.447;78.479;5YbrqNUUleF39Ai3b3ruQy;258120
0.782;0.633;-4.644;0.341;0.0355;0.0;0.0615;0.749;150.055;0gV5B7zmJkS1aaH9APokrH;175213
0.852;0.613;-8.09;0.348;0.00929;0.0;0.0886;0.547;133.899;6ioJIbTdQEpbvkTdPuwhF5;173056
0.897;0.502;-6.424;0.185;0.0256;0.0;0.102;0.751;84.5;4nOr5Mas8g2cF5CfTHZfpY;196686
0.681;0.63;-5.585;0.0385;0.00383;0.0;0.139;0.183;151.951;3J4VKkUpLvomXJbn9ZAypO;161053
0.72;0.542;-7.583;0.0482;0.0514;3.5e-06;0.136;0.374;74.977;0z36JaXXoFXuPuQucKEsdx;136462
0.798;0.482;-9.045;0.43;0.282;2.06e-06;0.127;0.45;95.263;0lihymBRdQmqdUFDTMyLRU;211654
0.665;0.714;-7.948;0.228;0.366;0.0;0.388;0.412;168.012;6YAgKfxxK7xXHpavOoQsmF;171767
0.861;0.637;-7.701;0.133;0.392;0.0;0.0929;0.754;87.006;2DTpP3caqX3QdJIEoS83mD;198621
0.592;0.701;-4.014;0.0858;0.0451;0.0;0.327;0.282;129.501;5J5PXmMdQ2nh1lZOal8KmK;280615
0.869;0.62;-5.308;0.191;0.36;0.0;0.103;0.961;148.041;5ChX0Yt1wPpRJFPPecJZPh;201081
0.712;0.747;-8.842;0.18;0.559;0.0116;0.085;0.303;87.999;604xKL9dvEt5zCpy1cv2hY;208043
0.667;0.551;-8.241;0.399;0.129;0.961;0.303;0.171;176.271;77EIELtOjn8QD8lVTmR80V;177071
0.827;0.804;-5.846;0.128;0.454;1.41e-06;0.272;0.566;146.079;5HpejZUtjQGCyCkbYxX3YF;178588
0.816;0.703;-5.604;0.077;0.214;0.0;0.108;0.644;131.873;4pKSI4mz2usDcvDDTm3fW8;170909
0.795;0.723;-6.096;0.275;0.0658;0.0;0.163;0.603;152.009;0sMzxVIRUbQBtOPTCBITUS;250873
0.603;0.768;-6.756;0.571;0.526;0.0;0.0719;0.242;88.866;6Z8acXGfM7fmAyyAdbRACk;202267
0.652;0.861;-4.443;0.372;0.287;0.0;0.131;0.742;91.666;6UGzdCZ1t9EvtwbiOq9Mpn;188581
0.551;0.728;-4.586;0.335;0.261;0.0;0.0857;0.143;160.823;6aqH0kTEqXP28T9GcrOctM;186400
0.828;0.762;-6.505;0.396;0.289;0.0;0.0901;0.489;140.01;4bdGk4KtNYoGUxHXaKqzvw;209173
0.748;0.594;-7.931;0.0867;0.639;9e-05;0.115;0.557;131.962;5cWKh0tzGKbiaNzh2IxTPW;205455
0.584;0.76;-7.369;0.0359;0.0205;7.25e-06;0.1;0.325;104.101;6FRtjadDsEhZIQIlh1loEM;341067
0.878;0.494;-8.041;0.162;0.277;0.0;0.148;0.487;140.154;3qkFoy9fwShxkFc3Y0HVhk;164624
0.673;0.659;-4.493;0.0439;0.539;0.0;0.129;0.628;88.011;28VbwtsYnj85UEODGpQRem;179053
0.947;0.439;-13.044;0.109;0.183;0.499;0.155;0.165;109.99;48tI68zHn3r3uHmGxdkKDd;115642
0.593;0.375;-8.371;0.3;0.276;0.00583;0.0918;0.146;138.568;7IOSjoLU41npJlDwmhU4e2;195058
0.798;0.699;-7.243;0.0573;0.434;1.83e-05;0.102;0.451;121.996;37C0APa7vbzXbNprsJ5MH2;119138
0.693;0.649;-5.158;0.387;0.0107;1.88e-05;0.15;0.325;183.917;1EVRS5M4KwxbcyI69Es5N7;244733
0.749;0.649;-8.623;0.053;0.123;0.0;0.371;0.146;120.068;4tGzyc35jXEYSVNaqNEKnS;238054
0.775;0.794;-4.441;0.167;0.302;0.0;0.262;0.359;118.062;2TWyg0NvobTt1AcFIa4LYD;149573
0.728;0.711;-6.072;0.152;0.102;0.0;0.11;0.218;134.765;1ghiKwcxcqwfSapcrHv5Bs;231240
0.792;0.626;-6.499;0.0684;0.464;0.0;0.0681;0.62;145.983;45W21u1MJPejm7HVyghzA1;209053
0.793;0.272;-14.835;0.435;0.813;3.98e-05;0.0631;0.493;73.008;2WW6GimaaSQ2tZkgCS5l2u;153263
0.722;0.492;-9.006;0.241;0.428;0.00342;0.103;0.224;110.042;71DfzGDETHiKIW8DNbULNK;239413
0.608;0.576;-6.079;0.173;0.926;0.0;0.118;0.535;155.809;0Hws9kdjOQUPag2q3Pj57Z;158224
0.601;0.766;-5.811;0.373;0.218;0.0;0.0455;0.968;66.038;0wpjEtcUQrYA2BjRYQyQwv;159307
0.726;0.627;-5.444;0.433;0.675;0.0;0.147;0.495;77.477;1IeyBxqjrgAXMf7hnmWKXO;202443
0.47;0.715;-6.844;0.377;0.105;0.0;0.0737;0.489;182.885;1Aclz7ymOqG4xJr94gJ3ym;236893
0.508;0.8;-2.732;0.048;0.0179;0.791;0.0847;0.32;119.99;17dPQMxsqyWBlNI9mSyAmu;222928
0.733;0.642;-9.918;0.171;0.0926;0.0;0.208;0.19;111.939;1RVsr1idzgjhCaSTsyUKeO;321356
0.809;0.628;-5.749;0.17;0.0145;1.29e-06;0.08;0.522;93.981;1QZ66nuBGkHgb9WWGcXBte;178320
0.817;0.503;-10.513;0.41;0.684;0.0;0.116;0.0842;109.85;6cT7z3J94vaSiTmmywrAIP;186072
0.943;0.443;-7.877;0.0638;0.843;1.97e-05;0.0984;0.587;119.015;78SR3uKM8liycwwuLky8ub;129718
0.761;0.649;-6.037;0.0352;0.441;7.39e-05;0.102;0.231;140.071;1OiRfikDzsqgU5oreSXl6R;219557
0.777;0.629;-6.622;0.0306;0.267;0.0;0.263;0.467;115.024;15YkSb9zwjIUOnMBMT6OLM;172520
0.787;0.322;-11.806;0.248;0.682;1.77e-05;0.102;0.376;116.038;5WMsdfplLLGuHfXrmawWa2;219029
0.648;0.527;-9.757;0.0479;0.559;3.46e-05;0.258;0.572;131.929;4zr81zzcs4eEDm4vwoGbZ7;164119
0.733;0.359;-13.693;0.0954;0.556;2.31e-05;0.0776;0.244;95.001;7D24YbyMg62bQqp5KCZDT1;222354
0.485;0.692;-5.285;0.443;0.0371;0.00173;0.939;0.681;87.536;0biuOyu9vZ0nNrqehvBFgJ;113835
0.809;0.546;-9.103;0.15;0.112;0.121;0.115;0.337;140.006;4r2oyEiV4hh7nxoAC5aDO3;139404
0.736;0.583;-6.689;0.143;0.585;0.0;0.142;0.663;147.954;6QP2nfR8nSh71cAQAwz7Ld;179480
0.493;0.826;-3.106;0.311;0.095;3.42e-06;0.252;0.75;112.865;6R0GRYk2vs2XuBVemYK5YZ;189974
0.704;0.692;-6.219;0.37;0.351;0.0;0.0842;0.0954;142.025;6qsuBl0B7pjYEMWazb7rCd;193282
0.854;0.4;-9.276;0.156;0.0258;3.06e-06;0.0749;0.302;103.065;0xtGNYlteESbp5j06nPTrd;187187
0.789;0.667;-7.301;0.0514;0.356;0.0;0.163;0.731;132.009;0P8n6AIBVc88gxbliu0lej;206427
0.731;0.851;-3.684;0.0925;0.572;0.000154;0.0562;0.793;177.028;5gXRNBVQzadQ47AJmvgO0Q;227797
0.828;0.311;-8.544;0.118;0.74;2.66e-05;0.119;0.655;100.043;4YEpm5zIxSYrfGNb06dO7R;205507
0.787;0.572;-7.516;0.222;0.145;0.0;0.0753;0.647;155.117;5fEJDiHWMECUifmNipjvqO;179413
0.783;0.649;-7.071;0.367;0.119;0.0;0.495;0.398;122.097;28F7D2hmTDj4BBCyvFXzut;285333
0.704;0.766;-7.494;0.0526;0.104;0.0;0.122;0.259;135.957;1jpwxxZlmAE1jr3Kbo81aw;99706
0.716;0.629;-6.091;0.0376;0.0674;0.0;0.138;0.16;151.945;6DCfaLbHGFwVZrbrBjXRTn;185724
0.555;0.604;-6.552;0.295;0.0786;0.0;0.103;0.536;84.362;0EZL3sv66teJRAE4t1NLsQ;310000
0.748;0.8;-6.981;0.289;0.0635;0.0;0.214;0.655;132.937;0wHnH26dEP4HLFTgC1rFM0;255414
0.908;0.622;-7.614;0.352;0.0582;8.77e-06;0.0989;0.443;121.983;32yriVMeKMFHfML0UTBi1t;174659
0.888;0.83;-3.408;0.0823;0.549;0.0;0.104;0.745;127.979;6CLdZtprDsnqgH3xjsYxJK;154947
0.859;0.507;-8.902;0.172;0.449;6.58e-06;0.0972;0.747;125.691;47UHT768RVqjqK50qPU5q1;200302
0.9;0.594;-8.038;0.314;0.363;0.0;0.0947;0.53;142.049;5X2r0JRMRcZ3tcs8VhNkNi;148732
0.544;0.897;-3.33;0.537;0.17;0.0;0.128;0.658;83.571;1NQ9II9vr6EMGRuhzQ4dGW;446355
0.705;0.584;-5.495;0.0353;0.518;0.0;0.0958;0.225;115.09;3HyWrFZIllq82Corv5UD8g;178956
0.525;0.433;-10.598;0.185;0.107;0.0;0.135;0.276;160.108;43PuMrRfbyyuz4QpZ3oAwN;194613
0.898;0.429;-7.507;0.218;0.0155;3.16e-06;0.1;0.358;93.01;49LcgcFofIVoKU7FEO8meP;196327
0.699;0.929;-3.721;0.0741;0.0362;0.0;0.266;0.311;120.06;6Sun0pDZ9Dg5TRF1vSy32V;152000
0.839;0.687;-6.648;0.0493;0.0319;9.62e-06;0.2;0.281;100.027;3Vm3a6sHH0ZQTwuigiAzGf;185700
0.823;0.534;-7.089;0.0496;0.0239;0.486;0.105;0.0395;125.026;2nEMZAY2Hoa4eZwmvvt8vP;295893
0.788;0.755;-3.513;0.316;0.0707;0.0;0.0803;0.384;112.148;56zy9VR4DUJrdicVXeCaN8;142393
0.747;0.973;-1.788;0.209;0.133;0.0;0.742;0.663;124.035;4EsJWjYmZ3mVDz2aElNDb6;220880
0.751;0.884;-3.54;0.291;0.109;0.0;0.157;0.816;77.91;5J5Bbx7lKQOQXeW1EAL9Mz;223760
0.82;0.611;-8.109;0.246;0.0489;0.0;0.118;0.338;145.005;5j6sA5C2Pk1XYUZI4OEHX2;150907
0.775;0.494;-6.839;0.259;0.0389;0.0;0.198;0.176;120.047;00QixoQMQnHtvQcENP23yr;184443
0.901;0.472;-8.416;0.194;0.0381;0.0;0.11;0.479;120.0;5I30ByMf5nhgbSokY1EZiN;254947
0.798;0.532;-4.329;0.0489;0.386;4.31e-05;0.196;0.372;96.992;1kXmApTm4wonqscYBoLwxj;221040
0.918;0.399;-8.795;0.37;0.19;0.0;0.0751;0.483;109.031;7xISE22N518t5HLsibFvEC;203453
0.86;0.721;-7.616;0.0584;0.0457;0.000542;0.0818;0.321;102.006;6kMzuhDz0W5l1PtMRV2dBf;167059
0.787;0.699;-7.769;0.288;0.389;0.0;0.13;0.198;131.038;73CehYYxRcIHWj65S5kJ9R;178230
0.643;0.717;-5.846;0.39;0.151;0.0;0.37;0.639;118.008;0aIXeBkO1YpaReNbzLoU3B;144885
0.755;0.571;-7.005;0.263;0.725;0.0;0.101;0.338;110.323;2B98LJT1AEP4U7AkNgGPpw;281708
0.714;0.837;-4.182;0.463;0.156;0.0;0.113;0.611;81.843;4F0Sk9FrZbeL8qC30rLYgq;172197
0.767;0.659;-4.541;0.0387;0.785;0.0;0.112;0.631;90.056;6fmtZEUoGwxPNvUgr0NJm1;186720
0.828;0.551;-8.435;0.101;0.301;0.0011;0.076;0.152;106.024;6jalQjh1jv9U4GLRNC2Gta;172075
0.777;0.784;-6.255;0.293;0.209;2.25e-05;0.148;0.731;150.009;5DQh51jj6P87ReGvrmHQHn;145973
0.818;0.692;-6.365;0.402;0.342;0.0;0.0939;0.581;152.938;65WFyKVxDb6cYp33seCdwi;181613
0.734;0.668;-3.935;0.0349;0.0526;0.0;0.0925;0.651;99.971;3stnrhzN0lzZFskbaZ5sEw;238840
0.97;0.72;-3.347;0.149;0.0369;0.000389;0.326;0.962;107.17;3aImJnJlAgcE7bJ1NxthGt;206107
0.826;0.67;-5.559;0.169;0.00798;0.0;0.495;0.794;74.007;6MBEjJlXQYXr8dfxDvZuoA;226293
0.845;0.576;-5.15;0.153;0.139;0.0;0.0764;0.461;127.641;1Oi2zpmL81Q0yScF1zxaC0;256027
0.753;0.881;-3.782;0.259;0.0126;0.00137;0.114;0.684;129.923;0QeUQ4roCy9mU4AyfK5fI7;257827
0.575;0.496;-9.692;0.285;0.00947;0.00947;0.229;0.173;173.161;2uy2sAtHEBvyA6PFgCsRrl;177388
0.68;0.676;-7.169;0.242;0.0132;0.0;0.151;0.131;70.96;76bihOOhy0fN1WKGtrenzP;123925
0.75;0.669;-8.066;0.35;0.304;0.0;0.188;0.737;140.194;7EDGCThk3iJo6T7Yu5YS7r;220853
0.713;0.78;-6.402;0.191;0.0435;0.0;0.522;0.298;130.083;2Nl6SvTz9l5NAOFPS7azog;118573
0.913;0.62;-8.679;0.235;0.105;1.14e-06;0.211;0.49;140.049;5RC9yp02bibgHc4aPfjYe9;185307
0.828;0.748;-8.348;0.507;0.639;0.0;0.34;0.58;129.433;1O4qKxSYi8Hs2nQEXrISZ4;203048
0.786;0.474;-12.377;0.415;0.402;0.0;0.084;0.536;129.996;5LhbFTCKPwP2wMA3gc37El;146462
0.833;0.509;-12.457;0.533;0.353;1.18e-05;0.101;0.374;140.035;7KULsy0P2NOoeAUNmuSvt5;143571
0.925;0.505;-2.98;0.096;0.218;0.0;0.137;0.675;130.124;4H9PxCNv237qjSyqXR1rHP;138527
0.544;0.383;-10.143;0.0334;0.67;0.00204;0.125;0.367;145.025;3XHrTm6WE2BOHafLwTT3GR;302827
0.72;0.677;-4.592;0.162;0.205;0.0;0.0966;0.389;174.072;0C1T6YOwB7MMzspV0UbKKA;220517
0.728;0.607;-4.926;0.2;0.245;0.0424;0.191;0.344;109.935;4FTX4JsnNWAG19eDvmQuKF;216960
0.873;0.552;-5.843;0.0655;0.16;0.0;0.0669;0.431;127.038;1lliNw2J7veskcy7sKd4rv;220533
0.8;0.521;-9.574;0.363;0.631;0.0;0.12;0.33;92.82;7q3GmHqkqe8ZYNpXAVnBNy;180886
0.567;0.727;-4.501;0.35;0.175;0.0;0.113;0.692;92.54;2BNpP7gsQp1uTcZ6CnLB20;177400
0.744;0.734;-4.678;0.191;0.0225;0.0;0.0966;0.384;91.479;7ugo1tgGoyYwg4urrEc9jY;220400
0.563;0.734;-10.176;0.472;0.438;0.0;0.133;0.739;162.086;6Ue0pKvnmMChZ3bBXIkmnQ;144417
0.659;0.632;-9.687;0.182;0.0717;0.0;0.185;0.703;89.949;1yakLiNCGuUe1EgIHSFiva;237120
0.692;0.926;-2.042;0.31;0.273;0.0;0.115;0.794;93.06;4Mgt8k4YgIOAo286r7P0ik;205707
0.454;0.755;-5.166;0.301;0.0575;0.0;0.253;0.39;85.605;0feXBJcvbpfJJazOWI6ZuQ;252212
0.647;0.624;-5.823;0.265;0.107;0.0;0.196;0.298;146.346;30qRgWnqLeyuJL6qoEwARR;319800
0.726;0.684;-7.873;0.368;0.158;0.0;0.0837;0.73;81.59;163yhKmo3qLPrtWKDi7EX2;166393
0.906;0.518;-7.104;0.18;0.00864;0.00174;0.0711;0.259;146.06;3im90dPSC5z1PYJ305kgSy;166373
0.898;0.439;-7.413;0.209;0.32;0.0044;0.144;0.52;106.079;6Fa36cSErzvCjKLQkXY53R;146080
0.871;0.47;-7.202;0.0894;0.0599;0.0841;0.109;0.377;136.002;3nLuikFtBQKiFAq2XUPdqv;228296
0.801;0.338;-11.251;0.557;0.0748;0.0;0.129;0.164;147.188;18Sj2mUjtfn15LOqM6Pwhz;176830
0.903;0.754;-4.835;0.299;0.142;0.0;0.58;0.762;98.916;11nXm3OArOhCYmIFZQhXH4;147213
0.461;0.616;-7.122;0.415;0.315;0.0;0.112;0.368;96.144;2udVgRpnm1e8SI742pgJMY;182000
0.636;0.676;-8.891;0.698;0.619;0.0;0.108;0.426;82.09;5wVV3ffd5nYYI3Wv3xcu7i;171939
0.715;0.833;-5.379;0.108;0.00631;0.0;0.164;0.612;95.487;3jDdpx9PMlfMBS5tOBHFm9;213093
0.739;0.706;-6.489;0.066;0.0387;0.000301;0.122;0.783;142.044;4g2lY55s8TgQDHamXmfs3z;179507
0.812;0.62;-7.306;0.389;0.563;0.0;0.146;0.691;129.714;5qkZJKTLBjzGyk2GnNSmCB;100496
0.923;0.604;-6.671;0.245;0.017;0.0;0.272;0.826;145.062;1jaTQ3nqY3oAAYyCTbIvnM;139741
0.803;0.613;-9.572;0.193;0.0491;0.0;0.109;0.164;122.02;0QmgNqkH1rpovtNKUltnva;163356
0.825;0.534;-6.944;0.256;0.639;0.0;0.0889;0.435;109.975;0ZWzd4bD0dzdOzXnZIWQth;90030
0.84;0.64;-6.573;0.15;0.342;1.4e-06;0.0872;0.662;95.016;5BkuzeWF8UnEG4WA89lBO9;167120
0.646;0.305;-10.595;0.132;0.949;0.0;0.144;0.892;158.359;73D8U3PzmRmJa2PvbUJa81;182347
0.705;0.836;-6.582;0.0355;0.0576;0.00143;0.174;0.551;102.082;72qwRwnHNGCnn8sFlVOwr4;172133
0.827;0.746;-5.273;0.0351;0.238;0.0;0.129;0.732;130.061;0BRx5Gk5fpTqtgXMGAQ4rW;232307
0.847;0.668;-6.66;0.113;0.0659;8.23e-06;0.143;0.254;115.03;6H00HJIvnALnRivnMlJkqf;209262
0.786;0.766;-4.689;0.0794;0.173;0.0;0.085;0.844;103.035;4yE3KKg74Oy4ZwBLTDtlxo;181477
0.758;0.539;-6.285;0.349;0.747;0.0;0.104;0.557;137.956;3ekihSUQzDswLXm5w9UtPw;159733
0.334;0.622;-5.611;0.0629;0.0826;1.34e-05;0.106;0.21;139.546;34HwOOG2tTiz6tAN9h83YT;216000
0.528;0.483;-10.805;0.319;0.244;0.00297;0.105;0.179;96.514;0V3up5IYUXpkOsbJxUFQ8x;154435
0.804;0.479;-9.195;0.0522;0.146;1.11e-05;0.0761;0.685;140.127;6Mg7lJOTzCZJBPBvDRILfz;180000
0.793;0.488;-5.807;0.0462;0.428;0.0;0.0823;0.5;133.957;2SPEg45ZaUFJCg9GwNmRvw;184005
0.84;0.811;-3.243;0.0498;0.213;0.0;0.258;0.71;145.025;1N8moY6H0eThviK71VhTzY;190345
0.927;0.498;-6.471;0.118;0.0332;6.5e-05;0.0811;0.119;135.028;0FCoFdzveaZbjMjcySPnne;176092
0.897;0.662;-6.903;0.292;0.0852;0.0;0.534;0.389;112.511;78QR3Wp35dqAhFEc2qAGjE;145543
0.911;0.628;-7.199;0.326;0.0127;0.0;0.053;0.462;114.968;5alWqrt6ykgqzBEBqIKdRM;118427
0.726;0.698;-4.165;0.0431;0.049;0.0;0.309;0.867;143.994;3w3y8KPTfNeOKPiqUTakBh;233478
0.691;0.716;-6.505;0.193;0.125;0.0;0.323;0.827;92.255;5rf3KdurcBMEOg2LmEHRd7;252720
0.956;0.438;-8.816;0.111;0.0245;1.07e-06;0.114;0.464;129.973;3OindX9YgXhV9kUqO8H4WS;128557
0.695;0.599;-7.985;0.17;0.217;3.47e-06;0.108;0.464;153.47;0n0wfbHCa2Uzv0UrhlIPY9;187113
0.65;0.549;-7.231;0.0398;0.18;0.0;0.0908;0.13;140.011;79q4dA8cBcYckt0k8pxX7n;168000
0.591;0.627;-8.472;0.347;0.554;2.34e-05;0.114;0.566;139.702;3mXiiDURmE5ieq3P6os0AT;207560
0.775;0.472;-8.926;0.104;0.526;0.0;0.113;0.605;134.97;2Leu5NB1oRTWJFldo7PW6y;175166
0.785;0.425;-6.665;0.137;0.0335;4.36e-06;0.108;0.192;174.028;5mu1uv8RmzDkF8foePK5qa;166627
0.765;0.725;-3.391;0.142;0.00471;0.000194;0.154;0.578;75.003;2jRmKc69qzGKzGU9SdH5u7;146264
0.851;0.567;-8.074;0.231;0.215;0.0;0.0998;0.446;119.969;7jbu9k6w67hWlhSinmGT3c;192213
0.875;0.6;-6.818;0.0435;0.0189;0.0143;0.132;0.0906;119.987;2jTujnt0y344ai1rNOywgr;162638
0.792;0.793;-6.185;0.0841;0.0872;0.0;0.22;0.775;123.031;3w1WjD2zJqjBjDz5fwqQPJ;156578
0.64;0.553;-6.42;0.0411;0.0579;0.0;0.0914;0.486;81.992;6GUiIbJ834FcHewby3PwV0;148471
0.85;0.657;-7.078;0.166;0.14;0.0192;0.0939;0.843;137.971;3PqAnW2bB5TQnMoBivyFOb;265667
0.583;0.12;-16.898;0.0346;0.907;0.116;0.202;0.249;115.15;5Y4AWaEA8bMY3KThmgsK9Y;155440
0.746;0.243;-15.134;0.123;0.829;1.02e-06;0.0905;0.425;118.578;6VTbbVjKOC2qWagIDbkJrC;215747
0.441;0.278;-11.24;0.035;0.846;0.000814;0.181;0.319;94.419;6y3BJYgDmz0dnXvCGQDgUC;223680
0.634;0.321;-12.619;0.0584;0.942;0.0042;0.125;0.529;120.533;4qSGkTqUiH5Kd7LYsCRVUJ;201227
0.684;0.115;-13.196;0.06;0.975;0.863;0.109;0.317;70.798;5GdBh0ggpl7pIXNFecn1zk;235000
0.681;0.264;-21.861;0.0309;0.833;0.441;0.103;0.692;93.809;7gkboYtvhuXNS4EUwmFPcw;175400
0.72;0.364;-10.196;0.0392;0.526;0.000353;0.172;0.316;111.561;5qjeRPh4CVuaF9qs9KC2yT;161680
0.688;0.163;-11.699;0.0406;0.984;0.00023;0.112;0.386;118.695;4MdtCWdFpCZIQcAIw215aK;205343
0.7;0.33;-9.027;0.0303;0.719;8.6e-05;0.136;0.524;98.605;3xsOtNxtBW0oTI1OWKAzTm;178333
0.696;0.596;-7.366;0.023;0.28;4.05e-05;0.0793;0.705;100.99;2Afwh05q16ibyIoj22CxCG;221880
0.566;0.329;-10.865;0.0259;0.61;0.0;0.116;0.294;83.031;6scsaELzOwUWE1ysND8u5I;195453
0.727;0.413;-9.621;0.0346;0.712;0.000158;0.0765;0.314;110.545;1WWVlkmJSdLBSiqF2m8Ex2;192173
0.495;0.142;-14.165;0.0372;0.973;6.79e-05;0.324;0.235;82.371;0N4xM3fnpUXCn4pbe26ei0;193356
0.738;0.203;-11.14;0.0729;0.87;0.00313;0.6;0.474;128.161;6ArU0LiDkZtESmhR9OtvfG;212880
0.632;0.368;-14.901;0.061;0.65;0.0;0.189;0.773;143.121;71tjsDvB4EMJqNG8EMmFnb;165360
0.618;0.338;-8.703;0.0366;0.964;2.51e-06;0.0931;0.668;106.792;3Iw0o1kG9mtQ9pCvKBzVn8;193533
0.538;0.319;-17.286;0.0371;0.468;0.202;0.56;0.791;137.613;5yejUwVoLQNe3TYxQgaUoJ;183307
0.478;0.542;-5.904;0.0407;0.798;0.0;0.0967;0.611;117.479;3Uq65MoAy104Iec7lQFPpt;184107
0.472;0.0244;-28.185;0.0493;0.974;0.691;0.113;0.304;77.801;6HdtoTELqn8uyK5mnvhOcy;210973
0.554;0.0601;-26.092;0.048;0.971;0.891;0.121;0.656;119.24;5MsuoXYls2KeWfqo2JVvV6;163547
0.769;0.419;-11.993;0.0389;0.932;0.853;0.202;0.677;91.658;5yT3SKltlw3p4WJFq8zv5s;168427
